"region","byggår","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"0180C4390","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4390","2011-2020",..,..,..,..,..,..,..,..,1,..,..,..,..,..
"0180C4390","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4400","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C4400","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4400","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4410","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4410","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4410","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4420","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4420","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4420","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4430","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4430","2011-2020",..,..,..,..,..,1,1,1,1,1,1,1,1,1
"0180C4430","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4440","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4440","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4440","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4450","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4450","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4450","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4460","2001-2010",7,7,7,7,7,7,7,7,7,7,7,7,7,7
"0180C4460","2011-2020",..,8,8,13,13,19,21,21,26,26,26,26,26,26
"0180C4460","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C4470","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4470","2011-2020",..,..,..,..,..,..,..,..,..,..,1,1,..,..
"0180C4470","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,4
"0180C4480","2001-2010",1,1,1,1,1,1,1,1,..,1,1,1,1,1
"0180C4480","2011-2020",..,..,..,..,4,6,6,13,2,13,13,13,13,13
"0180C4480","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4490","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4490","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4490","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4500","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4500","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4500","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4510","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4510","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4510","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4520","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4520","2011-2020",1,2,2,2,2,6,7,8,8,8,8,8,8,8
"0180C4520","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4530","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4530","2011-2020",..,..,..,..,..,..,..,6,6,6,6,6,6,6
"0180C4530","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4540","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4540","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4540","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4550","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4550","2011-2020",1,3,3,3,3,3,3,4,4,4,4,4,4,4
"0180C4550","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4560","2001-2010",..,..,..,..,..,..,1,1,1,1,1,1,1,1
"0180C4560","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4560","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4570","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4570","2011-2020",..,..,..,..,1,1,1,1,1,1,2,2,2,2
"0180C4570","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C4580","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4580","2011-2020",..,..,1,2,2,4,4,4,4,4,4,4,4,4
"0180C4580","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4590","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4590","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4590","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4600","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4600","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C4600","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4610","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4610","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4610","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4620","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4620","2011-2020",..,..,..,..,..,..,1,1,1,1,1,1,1,1
"0180C4620","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4630","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C4630","2011-2020",1,1,1,1,1,1,1,1,1,1,2,2,2,2
"0180C4630","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4640","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4640","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4640","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4650","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4650","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4650","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4660","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4660","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4660","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4670","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4670","2011-2020",1,1,1,1,1,1,1,3,3,3,3,3,3,3
"0180C4670","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4680","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4680","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4680","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4690","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4690","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4690","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4700","2001-2010",1,1,1,1,1,1,5,5,12,11,11,11,11,11
"0180C4700","2011-2020",..,..,..,..,..,..,..,..,..,2,2,2,2,2
"0180C4700","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4710","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4710","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4710","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4720","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4720","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4720","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4730","2001-2010",12,12,12,12,12,12,12,12,11,12,12,12,12,12
"0180C4730","2011-2020",3,5,6,6,6,6,6,6,6,6,6,6,6,6
"0180C4730","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4740","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4740","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4740","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4750","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4750","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4750","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4760","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4760","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4760","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4770","2001-2010",..,..,..,..,..,2,2,2,2,2,2,2,2,2
"0180C4770","2011-2020",..,..,..,..,..,..,..,..,1,..,..,..,..,..
"0180C4770","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4780","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4780","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4780","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4790","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4790","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4790","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4800","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4800","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4800","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4810","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4810","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4810","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4820","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4820","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4820","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4830","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4830","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4830","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4840","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4840","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4840","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4850","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4850","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4850","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4860","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4860","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4860","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4870","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4870","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4870","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4880","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4880","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4880","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4890","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4890","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4890","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4900","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4900","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4900","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4910","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4910","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4910","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4920","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4920","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4920","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C4930","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4930","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4930","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4940","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4940","2011-2020",..,..,3,3,5,6,6,6,6,6,6,6,6,6
"0180C4940","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,2,2
"0180C4950","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4950","2011-2020",..,..,..,..,..,1,1,1,1,1,1,1,1,1
"0180C4950","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4960","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4960","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4960","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4970","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C4970","2011-2020",..,..,..,11,11,11,11,12,11,11,11,11,11,11
"0180C4970","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4980","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4980","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4980","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4990","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4990","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4990","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5000","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5000","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5000","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5010","2001-2010",..,..,..,..,..,2,2,2,2,2,2,2,2,2
"0180C5010","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5010","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5020","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5020","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5020","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5030","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5030","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5030","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5040","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5040","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5040","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5050","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5050","2011-2020",..,..,..,..,..,2,2,2,2,2,2,2,2,2
"0180C5050","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5060","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5060","2011-2020",..,..,..,..,..,..,..,..,..,..,1,1,1,1
"0180C5060","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5070","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5070","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5070","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5080","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5080","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5080","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5090","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5090","2011-2020",..,..,..,..,..,..,..,1,1,1,..,..,..,..
"0180C5090","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5100","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C5100","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5100","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5110","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5110","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5110","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5120","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5120","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5120","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C5130","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5130","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5130","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5140","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5140","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5140","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5150","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5150","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5150","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,5
"0180C5160","2001-2010",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"0180C5160","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C5160","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5170","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5170","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5170","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5180","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5180","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5180","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5190","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5190","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5190","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5200","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5200","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5200","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5210","2001-2010",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"0180C5210","2011-2020",..,..,..,..,..,..,1,1,1,2,4,4,4,4
"0180C5210","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5220","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5220","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5220","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5230","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5230","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5230","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5240","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C5240","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C5240","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5250","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C5250","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5250","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5260","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5260","2011-2020",..,..,..,..,..,..,..,..,6,12,13,13,13,13
"0180C5260","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,4,10
"0180C5270","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5270","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5270","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5280","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5280","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5280","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5290","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5290","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5290","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5300","2001-2010",1,1,1,1,1,2,2,2,2,2,2,2,2,2
"0180C5300","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5300","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5310","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5310","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5310","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5320","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5320","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5320","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,4
"0180C5330","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5330","2011-2020",..,..,..,..,..,..,..,..,..,..,..,1,1,1
"0180C5330","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5340","2001-2010",4,4,4,4,4,4,4,4,4,5,5,5,5,5
"0180C5340","2011-2020",..,..,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5340","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5350","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C5350","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5350","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,2,2
"0180C5360","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5360","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5360","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5370","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5370","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5370","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5380","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C5380","2011-2020",..,..,..,..,..,..,..,1,1,1,1,1,1,1
"0180C5380","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5390","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5390","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5390","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5400","2001-2010",17,17,17,17,17,18,18,18,18,18,18,18,18,18
"0180C5400","2011-2020",4,4,6,6,7,9,11,12,12,12,19,19,19,19
"0180C5400","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,2
"0180C5410","2001-2010",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"0180C5410","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5410","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5420","2001-2010",0,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5420","2011-2020",0,1,2,2,3,4,7,9,10,12,12,12,12,12
"0180C5420","2021-2030",0,..,..,..,..,..,..,..,..,..,..,..,2,2
"0180C5430","2001-2010",..,..,..,..,..,..,..,..,1,1,1,1,..,..
"0180C5430","2011-2020",..,..,..,..,..,..,..,..,7,10,10,10,15,15
"0180C5430","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5440","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5440","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5440","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5450","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5450","2011-2020",..,..,..,..,..,1,2,2,2,3,3,3,3,3
"0180C5450","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5460","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C5460","2011-2020",..,..,..,..,..,1,2,2,2,2,5,5,5,5
"0180C5460","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,3,3
"0180C5470","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5470","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C5470","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5480","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5480","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5480","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5490","2001-2010",4,4,4,4,4,5,5,5,5,5,5,5,5,5
"0180C5490","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5490","2021-2030",..,..,..,..,..,..,..,..,..,..,..,2,5,6
"0180C5500","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5500","2011-2020",..,..,..,2,42,47,56,62,63,63,63,63,63,63
"0180C5500","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5510","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C5510","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5510","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5520","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
