"region","byggår","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"0180C3250","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3260","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3260","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3260","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,2,2
"0180C3270","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C3270","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3270","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3280","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3280","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3280","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3290","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C3290","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3290","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3300","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3300","2011-2020",..,4,6,6,6,15,15,15,15,15,15,15,15,15
"0180C3300","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3310","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3310","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3310","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3320","2001-2010",1,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C3320","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3320","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3330","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C3330","2011-2020",..,..,..,..,..,..,..,3,6,8,8,8,11,11
"0180C3330","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3340","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3340","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3340","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3350","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3350","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3350","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3360","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3360","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3360","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3370","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3370","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3370","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3380","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3380","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3380","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3390","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3390","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3390","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3400","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3400","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3400","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3410","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3410","2011-2020",..,..,..,..,..,..,1,1,1,1,1,1,1,1
"0180C3410","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3420","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3420","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3420","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3430","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3430","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3430","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3440","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C3440","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3440","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3450","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3450","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3450","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3460","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3460","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3460","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3470","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3470","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3470","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3480","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3480","2011-2020",..,..,..,..,..,..,1,1,2,2,2,2,2,2
"0180C3480","2021-2030",..,..,..,..,..,..,..,..,..,..,..,2,2,2
"0180C3490","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3490","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3490","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3500","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3500","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3500","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3510","2001-2010",3,3,3,3,3,5,5,5,5,5,5,5,5,5
"0180C3510","2011-2020",..,..,..,..,..,..,1,1,1,1,1,1,1,1
"0180C3510","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3520","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3520","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3520","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3530","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3530","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3530","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3540","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3540","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3540","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3550","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3550","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3550","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3560","2001-2010",7,7,7,7,7,7,6,6,6,6,6,6,6,6
"0180C3560","2011-2020",..,2,2,3,3,3,3,3,3,3,3,3,3,3
"0180C3560","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,3,4
"0180C3570","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3570","2011-2020",..,..,..,..,..,..,..,3,3,3,3,3,3,3
"0180C3570","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3580","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3580","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3580","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3590","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3590","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3590","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3600","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3600","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3600","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3610","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C3610","2011-2020",..,..,1,1,1,1,1,1,1,1,1,1,1,1
"0180C3610","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,1
"0180C3620","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3620","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3620","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3630","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3630","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3630","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3640","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3640","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3640","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3650","2001-2010",1,1,1,1,1,1,1,1,..,1,1,1,1,1
"0180C3650","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3650","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3660","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3660","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3660","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3670","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3670","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3670","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3680","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3680","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3680","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3690","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3690","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3690","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C3700","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3700","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3700","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3710","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3710","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3710","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3720","2001-2010",1,1,1,1,1,1,3,3,3,3,3,3,3,3
"0180C3720","2011-2020",..,..,..,..,2,2,2,2,2,2,2,2,2,2
"0180C3720","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3730","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C3730","2011-2020",..,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C3730","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3740","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3740","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3740","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3750","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3750","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3750","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3760","2001-2010",10,10,10,10,10,10,10,10,9,10,10,10,10,10
"0180C3760","2011-2020",1,1,..,..,..,1,1,1,1,1,1,1,1,1
"0180C3760","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3770","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3770","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3770","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3780","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3780","2011-2020",..,..,1,1,1,1,1,1,..,1,1,1,1,1
"0180C3780","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3790","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3790","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3790","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3800","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3800","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3800","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3810","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3810","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3810","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3820","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3820","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3820","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3830","2001-2010",17,17,17,17,17,18,18,18,18,18,18,18,18,18
"0180C3830","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3830","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3840","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C3840","2011-2020",..,..,..,..,..,..,..,..,..,1,1,1,1,1
"0180C3840","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C3850","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C3850","2011-2020",2,2,3,4,4,4,5,5,5,5,5,5,5,5
"0180C3850","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3860","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C3860","2011-2020",..,..,..,..,..,..,1,1,1,1,1,1,1,1
"0180C3860","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3870","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C3870","2011-2020",..,..,..,..,..,..,..,..,..,1,1,1,1,1
"0180C3870","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3880","2001-2010",1,1,1,1,1,2,2,2,2,2,2,2,2,2
"0180C3880","2011-2020",..,..,..,..,..,..,..,..,..,..,5,5,5,5
"0180C3880","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3890","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3890","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3890","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3900","2001-2010",..,..,..,..,..,2,2,2,2,2,2,2,2,2
"0180C3900","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3900","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3910","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C3910","2011-2020",..,..,..,1,2,3,4,5,4,5,5,5,5,5
"0180C3910","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,4,4
"0180C3920","2001-2010",1,1,1,1,1,1,1,1,..,1,1,1,1,1
"0180C3920","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3920","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3930","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3930","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3930","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3940","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3940","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3940","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3950","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3950","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3950","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3960","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3960","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3960","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3970","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3970","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3970","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3980","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3980","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3980","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3990","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3990","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C3990","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4000","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4000","2011-2020",..,..,..,..,..,..,..,..,..,..,3,3,3,3
"0180C4000","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,4,6
"0180C4010","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4010","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4010","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4020","2001-2010",2,2,2,2,2,2,2,2,2,2,1,1,1,1
"0180C4020","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4020","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4030","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4030","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4030","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4040","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4040","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C4040","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C4050","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4050","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4050","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,8
"0180C4060","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4060","2011-2020",..,..,1,1,1,2,3,7,7,9,14,14,14,14
"0180C4060","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4070","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4070","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4070","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4080","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4080","2011-2020",..,..,..,1,1,1,3,4,4,4,4,4,4,4
"0180C4080","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4090","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4090","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4090","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4100","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4100","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4100","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4110","2001-2010",33,33,33,33,33,37,37,37,37,37,37,37,37,37
"0180C4110","2011-2020",..,..,1,1,1,1,1,1,1,1,1,1,1,6
"0180C4110","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4120","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4120","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4120","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4130","2001-2010",1,1,1,1,1,1,1,1,1,1,2,2,2,2
"0180C4130","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4130","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4140","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4140","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4140","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4150","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4150","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4150","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4160","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4160","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4160","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4170","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4170","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4170","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4180","2001-2010",2,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4180","2011-2020",..,..,..,..,..,..,..,..,..,..,2,2,2,2
"0180C4180","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C4190","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C4190","2011-2020",..,..,..,..,..,..,..,4,4,4,4,4,4,4
"0180C4190","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4200","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4200","2011-2020",..,..,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4200","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,2,1
"0180C4210","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4210","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4210","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4220","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4220","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4220","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4230","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4230","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4230","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4240","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4240","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4240","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4250","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4250","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4250","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4260","2001-2010",8,8,8,8,8,8,8,8,8,8,8,8,8,8
"0180C4260","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4260","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4270","2001-2010",..,..,..,..,..,6,..,..,..,..,..,..,..,..
"0180C4270","2011-2020",..,..,..,1,1,1,1,1,..,1,1,1,1,1
"0180C4270","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4280","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C4280","2011-2020",..,..,..,..,..,..,..,1,..,..,..,..,..,..
"0180C4280","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4290","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4290","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4290","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4300","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C4300","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4300","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4310","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4310","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4310","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4320","2001-2010",8,8,8,8,8,8,8,8,8,8,8,8,8,8
"0180C4320","2011-2020",..,..,..,..,..,3,3,3,3,3,3,3,3,3
"0180C4320","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4330","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4330","2011-2020",..,..,..,..,..,..,..,..,..,..,..,4,4,4
"0180C4330","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4340","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4340","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4340","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4350","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4350","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4350","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4360","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4360","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4360","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4370","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4370","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4370","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4380","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4380","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C4380","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
